comment,aspect,polarity
http://example.org/tic-absa/comment/587ffb0aec4a896c9b00084e,evaluacion,neutral
http://example.org/tic-absa/comment/587fff50ec4a89449800095e,plataforma,neutral
http://example.org/tic-absa/comment/5880156cec4a8938d4000844,docente,neutral
http://example.org/tic-absa/comment/5880eb89ec4a894498000967,interaccion,neutral
http://example.org/tic-absa/comment/58821c37ec4a89c76100080d,evaluacion,negative
http://example.org/tic-absa/comment/58821d11ec4a896c9b000861,contenido,neutral
http://example.org/tic-absa/comment/58821d11ec4a896c9b000861,evaluacion,neutral
http://example.org/tic-absa/comment/58821d9bec4a89449800096f,evaluacion,neutral
http://example.org/tic-absa/comment/588393ceec4a89c761000820,plataforma,neutral
http://example.org/tic-absa/comment/5883d058ec4a89c761000823,docente,neutral
http://example.org/tic-absa/comment/5883d6ecec4a894498000983,interaccion,neutral
http://example.org/tic-absa/comment/588401d1ec4a896c9b00087d,evaluacion,neutral
http://example.org/tic-absa/comment/5884db38ec4a89c761000827,docente,neutral
http://example.org/tic-absa/comment/5884ef09ec4a8938d4000881,docente,neutral
http://example.org/tic-absa/comment/5884ef09ec4a8938d4000881,interaccion,neutral
http://example.org/tic-absa/comment/5884ef09ec4a8938d4000881,plataforma,neutral
http://example.org/tic-absa/comment/58854d90ec4a89c76100082c,docente,neutral
http://example.org/tic-absa/comment/58862876ec4a894498000994,interaccion,neutral
http://example.org/tic-absa/comment/58863395ec4a89c761000831,docente,neutral
http://example.org/tic-absa/comment/58863395ec4a89c761000831,plataforma,neutral
http://example.org/tic-absa/comment/58863cd6ec4a896c9b000889,docente,neutral
http://example.org/tic-absa/comment/58863cd6ec4a896c9b000889,evaluacion,neutral
http://example.org/tic-absa/comment/5886988eec4a8938d40008a2,docente,neutral
http://example.org/tic-absa/comment/5886988eec4a8938d40008a2,plataforma,neutral
http://example.org/tic-absa/comment/5886b3a6ec4a89c761000839,docente,neutral
http://example.org/tic-absa/comment/5886b8ceec4a896c9b000892,plataforma,neutral
http://example.org/tic-absa/comment/5886ce1bec4a89c76100083b,docente,negative
http://example.org/tic-absa/comment/5886ce1bec4a89c76100083b,plataforma,negative
http://example.org/tic-absa/comment/5887863bec4a896c9b000898,evaluacion,neutral
http://example.org/tic-absa/comment/5887b0edec4a89c761000844,docente,neutral
http://example.org/tic-absa/comment/5887e831ec4a896c9b00089f,docente,neutral
http://example.org/tic-absa/comment/5887ff40ec4a89c76100084e,docente,negative
http://example.org/tic-absa/comment/588821e7ec4a89c761000852,contenido,neutral
http://example.org/tic-absa/comment/588821e7ec4a89c761000852,docente,neutral
http://example.org/tic-absa/comment/588821e7ec4a89c761000852,plataforma,neutral
http://example.org/tic-absa/comment/5888b6bdec4a8938d40008b3,contenido,neutral
http://example.org/tic-absa/comment/5888b6d3ec4a8938d40008b4,contenido,neutral
http://example.org/tic-absa/comment/5888b6f2ec4a8938d40008b5,contenido,neutral
http://example.org/tic-absa/comment/5888b6f2ec4a8938d40008b5,interaccion,neutral
http://example.org/tic-absa/comment/5888b855ec4a8944980009b7,contenido,mixed
http://example.org/tic-absa/comment/5888b855ec4a8944980009b7,docente,mixed
http://example.org/tic-absa/comment/5888deffec4a8944980009bd,docente,neutral
http://example.org/tic-absa/comment/5888ea9eec4a89c761000859,contenido,positive
http://example.org/tic-absa/comment/5888ea9eec4a89c761000859,evaluacion,positive
http://example.org/tic-absa/comment/58890011ec4a8944980009c0,interaccion,neutral
http://example.org/tic-absa/comment/5889184aec4a8938d40008bd,interaccion,neutral
http://example.org/tic-absa/comment/5889187fec4a8944980009c2,interaccion,neutral
http://example.org/tic-absa/comment/58895cfcec4a89c76100085d,docente,neutral
http://example.org/tic-absa/comment/58895da4ec4a8944980009c7,docente,neutral
http://example.org/tic-absa/comment/588a0473ec4a896c9b0008ad,docente,neutral
http://example.org/tic-absa/comment/588a15ebec4a8944980009cc,interaccion,negative
http://example.org/tic-absa/comment/588a24d8ec4a8938d40008c5,docente,neutral
http://example.org/tic-absa/comment/588a28cfec4a8938d40008c6,docente,neutral
http://example.org/tic-absa/comment/588a2b21ec4a896c9b0008b2,docente,neutral
http://example.org/tic-absa/comment/588b0852ec4a8944980009d7,docente,neutral
http://example.org/tic-absa/comment/588b0852ec4a8944980009d7,evaluacion,neutral
http://example.org/tic-absa/comment/588b0852ec4a8944980009d7,plataforma,neutral
http://example.org/tic-absa/comment/588b0985ec4a896c9b0008bc,docente,neutral
http://example.org/tic-absa/comment/588b0985ec4a896c9b0008bc,interaccion,neutral
http://example.org/tic-absa/comment/588b575cec4a896c9b0008bd,interaccion,negative
http://example.org/tic-absa/comment/588b575cec4a896c9b0008bd,plataforma,negative
http://example.org/tic-absa/comment/588b57bfec4a8938d40008cf,interaccion,neutral
http://example.org/tic-absa/comment/588b57bfec4a8938d40008cf,plataforma,neutral
http://example.org/tic-absa/comment/588b7f5cec4a89c76100086c,contenido,neutral
http://example.org/tic-absa/comment/588bc852ec4a89c761000873,plataforma,negative
http://example.org/tic-absa/comment/588bcb4dec4a89c761000875,plataforma,negative
http://example.org/tic-absa/comment/588bd04fec4a8944980009e2,contenido,neutral
http://example.org/tic-absa/comment/588bd04fec4a8944980009e2,plataforma,neutral
http://example.org/tic-absa/comment/588bf77dec4a8944980009e5,contenido,positive
http://example.org/tic-absa/comment/588bf77dec4a8944980009e5,docente,positive
http://example.org/tic-absa/comment/588bf87dec4a8944980009e6,docente,positive
http://example.org/tic-absa/comment/588dacb3ec4a89c761000881,plataforma,negative
http://example.org/tic-absa/comment/588e54acec4a8944980009fc,docente,neutral
http://example.org/tic-absa/comment/588e5501ec4a8944980009fd,evaluacion,neutral
http://example.org/tic-absa/comment/588e82ceec4a89c761000884,contenido,neutral
http://example.org/tic-absa/comment/588eaa16ec4a8938d40008e9,docente,neutral
http://example.org/tic-absa/comment/588eac69ec4a8938d40008ea,docente,neutral
http://example.org/tic-absa/comment/588eac69ec4a8938d40008ea,interaccion,neutral
http://example.org/tic-absa/comment/588eadc9ec4a894498000a0a,docente,neutral
http://example.org/tic-absa/comment/588eb2bfec4a896c9b0008d7,docente,negative
http://example.org/tic-absa/comment/588eb2bfec4a896c9b0008d7,evaluacion,negative
http://example.org/tic-absa/comment/588f5ab2ec4a8938d40008ed,contenido,neutral
http://example.org/tic-absa/comment/588f5ab2ec4a8938d40008ed,docente,neutral
http://example.org/tic-absa/comment/588fe18aec4a894498000a12,docente,neutral
http://example.org/tic-absa/comment/58908512ec4a8938d40008f7,contenido,neutral
http://example.org/tic-absa/comment/58908638ec4a8938d40008f8,contenido,neutral
http://example.org/tic-absa/comment/58908638ec4a8938d40008f8,evaluacion,neutral
http://example.org/tic-absa/comment/58908916ec4a896c9b0008e3,interaccion,neutral
http://example.org/tic-absa/comment/58908c0bec4a894498000a17,evaluacion,neutral
http://example.org/tic-absa/comment/5890f0eaec4a89c7610008a2,docente,neutral
http://example.org/tic-absa/comment/58974c53ec4a894498000a43,docente,neutral
http://example.org/tic-absa/comment/58974c53ec4a894498000a43,evaluacion,neutral
http://example.org/tic-absa/comment/589883e7ec4a8938d4000918,docente,neutral
http://example.org/tic-absa/comment/589883e7ec4a8938d4000918,evaluacion,neutral
http://example.org/tic-absa/comment/5898b28fec4a894498000a61,interaccion,neutral
http://example.org/tic-absa/comment/5898bfe8ec4a89c7610008d1,plataforma,neutral
http://example.org/tic-absa/comment/5898e0d9ec4a8938d400092d,interaccion,neutral
http://example.org/tic-absa/comment/5898f3acec4a894498000a6f,plataforma,neutral
http://example.org/tic-absa/comment/58990759ec4a8938d400093c,plataforma,neutral
http://example.org/tic-absa/comment/58991556ec4a894498000a7a,docente,negative
http://example.org/tic-absa/comment/58991556ec4a894498000a7a,interaccion,negative
http://example.org/tic-absa/comment/58991d0dec4a89c7610008ef,contenido,positive
http://example.org/tic-absa/comment/58992270ec4a896c9b00093e,docente,neutral
http://example.org/tic-absa/comment/589934ddec4a896c9b000948,interaccion,neutral
http://example.org/tic-absa/comment/58993c51ec4a896c9b00094d,docente,neutral
http://example.org/tic-absa/comment/58993eb3ec4a894498000a93,docente,neutral
http://example.org/tic-absa/comment/58993ff4ec4a89c761000901,contenido,neutral
http://example.org/tic-absa/comment/58994097ec4a894498000a95,docente,neutral
http://example.org/tic-absa/comment/589951b9ec4a89c761000906,docente,neutral
http://example.org/tic-absa/comment/58996a00ec4a896c9b000960,interaccion,neutral
http://example.org/tic-absa/comment/58996a40ec4a8938d4000968,plataforma,neutral
http://example.org/tic-absa/comment/58997b39ec4a8938d400096b,interaccion,neutral
http://example.org/tic-absa/comment/5899bf2dec4a894498000aa5,contenido,neutral
http://example.org/tic-absa/comment/5899c13eec4a896c9b00096e,contenido,neutral
http://example.org/tic-absa/comment/5899c699ec4a89c761000914,contenido,neutral
http://example.org/tic-absa/comment/5899cc3cec4a8938d4000974,contenido,neutral
http://example.org/tic-absa/comment/5899d165ec4a89c761000918,docente,neutral
http://example.org/tic-absa/comment/5899d5caec4a894498000aaa,interaccion,neutral
http://example.org/tic-absa/comment/5899d62aec4a8938d4000979,docente,neutral
http://example.org/tic-absa/comment/5899d82eec4a896c9b00097b,plataforma,neutral
http://example.org/tic-absa/comment/5899d893ec4a89c761000920,contenido,neutral
http://example.org/tic-absa/comment/5899e7d7ec4a89c761000931,docente,neutral
http://example.org/tic-absa/comment/5899e9c4ec4a894498000ac6,contenido,neutral
http://example.org/tic-absa/comment/5899edaaec4a894498000aca,docente,neutral
http://example.org/tic-absa/comment/5899f51cec4a894498000ade,docente,neutral
http://example.org/tic-absa/comment/5899f71bec4a89c761000940,contenido,neutral
http://example.org/tic-absa/comment/5899f7fcec4a894498000ae4,contenido,neutral
http://example.org/tic-absa/comment/5899fc3fec4a894498000ae9,docente,neutral
http://example.org/tic-absa/comment/589a013eec4a89c761000947,docente,neutral
http://example.org/tic-absa/comment/589a02d2ec4a896c9b0009a1,docente,neutral
http://example.org/tic-absa/comment/589a0b91ec4a896c9b0009a5,plataforma,positive
http://example.org/tic-absa/comment/589a1b2cec4a89c76100095f,evaluacion,neutral
http://example.org/tic-absa/comment/589a2180ec4a89c761000964,docente,neutral
http://example.org/tic-absa/comment/589a21e4ec4a89c761000965,contenido,neutral
http://example.org/tic-absa/comment/589a2334ec4a896c9b0009b1,docente,neutral
http://example.org/tic-absa/comment/589a2c17ec4a896c9b0009b9,contenido,neutral
http://example.org/tic-absa/comment/589a2c17ec4a896c9b0009b9,docente,neutral
http://example.org/tic-absa/comment/589a2cf1ec4a896c9b0009ba,contenido,neutral
http://example.org/tic-absa/comment/589a3dd3ec4a8938d40009b2,contenido,neutral
http://example.org/tic-absa/comment/589a3ed3ec4a894498000b1b,contenido,neutral
http://example.org/tic-absa/comment/589a3ed3ec4a894498000b1b,docente,neutral
http://example.org/tic-absa/comment/589a4507ec4a894498000b23,contenido,neutral
http://example.org/tic-absa/comment/589a47a9ec4a8938d40009bf,docente,neutral
http://example.org/tic-absa/comment/589a491cec4a894498000b25,contenido,neutral
http://example.org/tic-absa/comment/589a491cec4a894498000b25,docente,neutral
http://example.org/tic-absa/comment/589a4aa0ec4a894498000b28,docente,neutral
http://example.org/tic-absa/comment/589a4ad8ec4a896c9b0009db,docente,neutral
http://example.org/tic-absa/comment/589a4cc8ec4a8938d40009c7,contenido,neutral
http://example.org/tic-absa/comment/589a59bfec4a894498000b38,plataforma,neutral
http://example.org/tic-absa/comment/589a5b77ec4a89c761000999,contenido,neutral
http://example.org/tic-absa/comment/589a64c8ec4a8938d40009d4,contenido,neutral
http://example.org/tic-absa/comment/589a7095ec4a896c9b0009f9,contenido,neutral
http://example.org/tic-absa/comment/589a76a4ec4a896c9b0009fd,contenido,neutral
http://example.org/tic-absa/comment/589a76a4ec4a896c9b0009fd,plataforma,neutral
http://example.org/tic-absa/comment/589a7ae3ec4a896c9b000a00,contenido,neutral
http://example.org/tic-absa/comment/589a84a3ec4a896c9b000a0e,contenido,neutral
http://example.org/tic-absa/comment/589a84a3ec4a896c9b000a0e,docente,neutral
http://example.org/tic-absa/comment/589a84c1ec4a89c7610009c0,contenido,neutral
http://example.org/tic-absa/comment/589a84c1ec4a89c7610009c0,docente,neutral
http://example.org/tic-absa/comment/589a8624ec4a894498000b5d,contenido,neutral
http://example.org/tic-absa/comment/589a8638ec4a896c9b000a14,contenido,neutral
http://example.org/tic-absa/comment/589a890eec4a8938d40009f5,contenido,neutral
http://example.org/tic-absa/comment/589a8c65ec4a8938d40009fa,contenido,neutral
http://example.org/tic-absa/comment/589a8c68ec4a896c9b000a1c,docente,neutral
http://example.org/tic-absa/comment/589a8eaeec4a896c9b000a1f,contenido,neutral
http://example.org/tic-absa/comment/589a8fbbec4a8938d4000a00,contenido,neutral
http://example.org/tic-absa/comment/589a919dec4a8938d4000a05,contenido,neutral
http://example.org/tic-absa/comment/589a94e1ec4a8938d4000a0b,contenido,neutral
http://example.org/tic-absa/comment/589a9948ec4a894498000b7c,contenido,neutral
http://example.org/tic-absa/comment/589a9d38ec4a894498000b7f,docente,neutral
http://example.org/tic-absa/comment/589a9eaeec4a894498000b80,docente,positive
http://example.org/tic-absa/comment/589aa227ec4a89c7610009d9,interaccion,neutral
http://example.org/tic-absa/comment/589aa379ec4a8938d4000a14,interaccion,neutral
http://example.org/tic-absa/comment/589aaac2ec4a896c9b000a38,contenido,neutral
http://example.org/tic-absa/comment/589aac8fec4a894498000b8d,contenido,neutral
http://example.org/tic-absa/comment/589ac1b4ec4a896c9b000a3b,contenido,neutral
http://example.org/tic-absa/comment/589ac2ebec4a894498000b93,contenido,neutral
http://example.org/tic-absa/comment/589acc32ec4a894498000b94,contenido,neutral
http://example.org/tic-absa/comment/589b136bec4a89c7610009ec,docente,neutral
http://example.org/tic-absa/comment/589b229aec4a894498000b99,interaccion,neutral
http://example.org/tic-absa/comment/589b261bec4a896c9b000a4e,interaccion,neutral
http://example.org/tic-absa/comment/589b2647ec4a894498000b9b,docente,neutral
http://example.org/tic-absa/comment/589b3f0cec4a894498000bb3,docente,neutral
http://example.org/tic-absa/comment/589b4adcec4a8938d4000a3b,contenido,neutral
http://example.org/tic-absa/comment/589b4b8eec4a896c9b000a72,docente,neutral
http://example.org/tic-absa/comment/589b4e7eec4a8938d4000a3f,contenido,neutral
http://example.org/tic-absa/comment/589b53e4ec4a896c9b000a7e,contenido,neutral
http://example.org/tic-absa/comment/589b5b92ec4a894498000bcb,plataforma,neutral
http://example.org/tic-absa/comment/589b6088ec4a8938d4000a44,contenido,positive
http://example.org/tic-absa/comment/589b61ffec4a894498000bd1,interaccion,neutral
http://example.org/tic-absa/comment/589b62bfec4a8938d4000a45,docente,neutral
http://example.org/tic-absa/comment/589b62bfec4a8938d4000a45,evaluacion,neutral
http://example.org/tic-absa/comment/589b62bfec4a8938d4000a45,interaccion,neutral
http://example.org/tic-absa/comment/589b6360ec4a8938d4000a46,contenido,neutral
http://example.org/tic-absa/comment/589b63f3ec4a89c761000a1e,contenido,neutral
http://example.org/tic-absa/comment/589b693dec4a8938d4000a47,contenido,neutral
http://example.org/tic-absa/comment/589b6971ec4a894498000bd6,contenido,neutral
http://example.org/tic-absa/comment/589b7ffaec4a89c761000a2c,docente,neutral
http://example.org/tic-absa/comment/589b8a0aec4a894498000be6,plataforma,neutral
http://example.org/tic-absa/comment/589b8ab0ec4a8938d4000a53,docente,neutral
http://example.org/tic-absa/comment/589b8ac4ec4a894498000be8,contenido,neutral
http://example.org/tic-absa/comment/589b9f0dec4a896c9b000a9e,docente,neutral
http://example.org/tic-absa/comment/589ba3feec4a8938d4000a5b,docente,neutral
http://example.org/tic-absa/comment/589baba7ec4a8938d4000a5f,docente,neutral
http://example.org/tic-absa/comment/589bac49ec4a896c9b000aa9,docente,neutral
http://example.org/tic-absa/comment/589bac49ec4a896c9b000aa9,evaluacion,neutral
http://example.org/tic-absa/comment/589bb020ec4a8938d4000a64,docente,neutral
http://example.org/tic-absa/comment/589bb06aec4a89c761000a3f,docente,neutral
http://example.org/tic-absa/comment/589bcb97ec4a8938d4000a75,contenido,neutral
http://example.org/tic-absa/comment/589bd7b5ec4a896c9b000ac8,contenido,neutral
http://example.org/tic-absa/comment/589bdb8bec4a896c9b000acd,contenido,neutral
http://example.org/tic-absa/comment/589be856ec4a89c761000a5b,docente,neutral
http://example.org/tic-absa/comment/589bf916ec4a896c9b000ae7,docente,neutral
http://example.org/tic-absa/comment/589bfc27ec4a8938d4000aa8,contenido,neutral
http://example.org/tic-absa/comment/589c6b01ec4a89c761000a6a,contenido,neutral
http://example.org/tic-absa/comment/589c6b01ec4a89c761000a6a,docente,neutral
http://example.org/tic-absa/comment/589c7592ec4a894498000c38,docente,neutral
http://example.org/tic-absa/comment/589c7592ec4a894498000c38,evaluacion,neutral
http://example.org/tic-absa/comment/589c7592ec4a894498000c38,interaccion,neutral
http://example.org/tic-absa/comment/589c7824ec4a8938d4000ab0,docente,neutral
http://example.org/tic-absa/comment/589c7a40ec4a894498000c3a,contenido,positive
http://example.org/tic-absa/comment/589c7a40ec4a894498000c3a,docente,positive
http://example.org/tic-absa/comment/589c8155ec4a89c761000a75,docente,neutral
http://example.org/tic-absa/comment/589c857eec4a896c9b000afc,docente,neutral
http://example.org/tic-absa/comment/589c88ffec4a89c761000a78,contenido,negative
http://example.org/tic-absa/comment/589c8b9fec4a8938d4000ab8,contenido,neutral
http://example.org/tic-absa/comment/589c8c58ec4a896c9b000b03,evaluacion,neutral
http://example.org/tic-absa/comment/589c9082ec4a8938d4000abc,contenido,neutral
http://example.org/tic-absa/comment/589c9082ec4a8938d4000abc,docente,neutral
http://example.org/tic-absa/comment/589c9082ec4a8938d4000abc,interaccion,neutral
http://example.org/tic-absa/comment/589c9a13ec4a896c9b000b12,contenido,neutral
http://example.org/tic-absa/comment/589c9b83ec4a896c9b000b13,docente,neutral
http://example.org/tic-absa/comment/589c9b83ec4a896c9b000b13,plataforma,neutral
http://example.org/tic-absa/comment/589ca523ec4a896c9b000b18,docente,neutral
http://example.org/tic-absa/comment/589ca601ec4a894498000c55,plataforma,neutral
http://example.org/tic-absa/comment/589cb4fdec4a896c9b000b24,contenido,neutral
http://example.org/tic-absa/comment/589cc4deec4a894498000c61,plataforma,neutral
http://example.org/tic-absa/comment/589cd3faec4a894498000c6b,contenido,neutral
http://example.org/tic-absa/comment/589cd508ec4a8938d4000ae0,evaluacion,neutral
http://example.org/tic-absa/comment/589ce079ec4a896c9b000b34,interaccion,neutral
http://example.org/tic-absa/comment/589ce28dec4a896c9b000b37,docente,neutral
http://example.org/tic-absa/comment/589ce805ec4a8938d4000aeb,contenido,neutral
http://example.org/tic-absa/comment/589cf640ec4a8938d4000af9,docente,neutral
http://example.org/tic-absa/comment/589d095cec4a894498000c83,docente,neutral
http://example.org/tic-absa/comment/589d096fec4a894498000c84,contenido,neutral
http://example.org/tic-absa/comment/589d096fec4a894498000c84,docente,neutral
http://example.org/tic-absa/comment/589d1582ec4a89c761000ac7,interaccion,neutral
http://example.org/tic-absa/comment/589d239bec4a894498000c92,contenido,positive
http://example.org/tic-absa/comment/589d239bec4a894498000c92,docente,positive
http://example.org/tic-absa/comment/589d239bec4a894498000c92,plataforma,positive
http://example.org/tic-absa/comment/589d3053ec4a8938d4000b16,docente,neutral
http://example.org/tic-absa/comment/589d32eaec4a896c9b000b65,docente,neutral
http://example.org/tic-absa/comment/589da3b6ec4a89c761000ade,contenido,neutral
http://example.org/tic-absa/comment/589da3b6ec4a89c761000ade,interaccion,neutral
http://example.org/tic-absa/comment/589da3b6ec4a89c761000ade,plataforma,neutral
http://example.org/tic-absa/comment/589dc3e8ec4a896c9b000b6d,evaluacion,neutral
http://example.org/tic-absa/comment/589dc602ec4a896c9b000b6e,contenido,negative
http://example.org/tic-absa/comment/589dc602ec4a896c9b000b6e,interaccion,negative
http://example.org/tic-absa/comment/589dc623ec4a896c9b000b6f,contenido,neutral
http://example.org/tic-absa/comment/589dc886ec4a89c761000ae7,contenido,neutral
http://example.org/tic-absa/comment/589de9e4ec4a8938d4000b27,contenido,neutral
http://example.org/tic-absa/comment/589dfe61ec4a896c9b000b88,docente,neutral
http://example.org/tic-absa/comment/589e0355ec4a89c761000afa,contenido,neutral
http://example.org/tic-absa/comment/589e0bf9ec4a89c761000afe,docente,neutral
http://example.org/tic-absa/comment/589e0e89ec4a896c9b000b8b,contenido,neutral
http://example.org/tic-absa/comment/589e2175ec4a89c761000b03,interaccion,neutral
http://example.org/tic-absa/comment/589e2d9aec4a8938d4000b40,contenido,neutral
http://example.org/tic-absa/comment/589e2d9aec4a8938d4000b40,docente,neutral
http://example.org/tic-absa/comment/589e32a5ec4a8938d4000b43,contenido,neutral
http://example.org/tic-absa/comment/589e496cec4a8938d4000b53,contenido,neutral
http://example.org/tic-absa/comment/589e496cec4a8938d4000b53,docente,neutral
http://example.org/tic-absa/comment/589e572aec4a89c761000b2b,contenido,neutral
http://example.org/tic-absa/comment/589e5c64ec4a89c761000b2c,contenido,neutral
http://example.org/tic-absa/comment/589e80e1ec4a894498000d0c,docente,neutral
http://example.org/tic-absa/comment/589e80e1ec4a894498000d0c,plataforma,neutral
http://example.org/tic-absa/comment/589e84dcec4a89c761000b43,plataforma,neutral
http://example.org/tic-absa/comment/589e8b33ec4a89c761000b47,docente,neutral
http://example.org/tic-absa/comment/589e924fec4a896c9b000bce,docente,neutral
http://example.org/tic-absa/comment/589e9c24ec4a896c9b000bcf,evaluacion,negative
http://example.org/tic-absa/comment/589f18fcec4a8938d4000b7f,contenido,neutral
http://example.org/tic-absa/comment/589f1f65ec4a894498000d2a,docente,neutral
http://example.org/tic-absa/comment/589f20a8ec4a89c761000b5e,docente,neutral
http://example.org/tic-absa/comment/589f2c15ec4a89c761000b60,contenido,neutral
http://example.org/tic-absa/comment/589f2c21ec4a89c761000b61,contenido,neutral
http://example.org/tic-absa/comment/589f3b3aec4a89c761000b68,contenido,neutral
http://example.org/tic-absa/comment/589f6fa9ec4a894498000d3b,docente,neutral
http://example.org/tic-absa/comment/589f7116ec4a89c761000b78,interaccion,neutral
http://example.org/tic-absa/comment/589f81bfec4a89c761000b7d,interaccion,neutral
http://example.org/tic-absa/comment/589fb8afec4a89c761000b94,docente,neutral
http://example.org/tic-absa/comment/589fbfc2ec4a896c9b000bfa,contenido,neutral
http://example.org/tic-absa/comment/589fd5acec4a894498000d62,docente,neutral
http://example.org/tic-absa/comment/589fda1dec4a894498000d67,docente,neutral
http://example.org/tic-absa/comment/589fda1dec4a894498000d67,plataforma,neutral
http://example.org/tic-absa/comment/589fe299ec4a894498000d6c,docente,neutral
http://example.org/tic-absa/comment/589fe299ec4a894498000d6c,interaccion,neutral
http://example.org/tic-absa/comment/58a0b3f0ec4a896c9b000c1a,contenido,neutral
http://example.org/tic-absa/comment/58a0b654ec4a8938d4000bc2,contenido,neutral
http://example.org/tic-absa/comment/58a0bc0aec4a896c9b000c1c,interaccion,neutral
http://example.org/tic-absa/comment/58a0bf68ec4a894498000d89,contenido,neutral
http://example.org/tic-absa/comment/58a0e777ec4a896c9b000c29,plataforma,neutral
http://example.org/tic-absa/comment/58a0e7caec4a896c9b000c2a,docente,neutral
http://example.org/tic-absa/comment/58a0ef20ec4a896c9b000c2e,plataforma,neutral
http://example.org/tic-absa/comment/58a10b6aec4a89c761000bda,contenido,neutral
http://example.org/tic-absa/comment/58a10b6aec4a89c761000bda,interaccion,neutral
http://example.org/tic-absa/comment/58a112dbec4a896c9b000c46,contenido,neutral
http://example.org/tic-absa/comment/58a1151bec4a89c761000bef,plataforma,neutral
http://example.org/tic-absa/comment/58a116c7ec4a89c761000bf1,docente,neutral
http://example.org/tic-absa/comment/58a1c6f7ec4a89c761000c19,interaccion,neutral
http://example.org/tic-absa/comment/58a1c72dec4a89c761000c1a,contenido,neutral
http://example.org/tic-absa/comment/58a1e661ec4a896c9b000c77,contenido,neutral
http://example.org/tic-absa/comment/58a1fa34ec4a8938d4000c22,plataforma,positive
http://example.org/tic-absa/comment/58a23236ec4a894498000e07,docente,neutral
http://example.org/tic-absa/comment/58a236f1ec4a8938d4000c37,contenido,neutral
http://example.org/tic-absa/comment/58a243bdec4a89c761000c4f,contenido,neutral
http://example.org/tic-absa/comment/58a2703dec4a896c9b000ca9,docente,neutral
http://example.org/tic-absa/comment/58a275a3ec4a894498000e2a,plataforma,neutral
http://example.org/tic-absa/comment/58a2769fec4a894498000e2b,contenido,neutral
http://example.org/tic-absa/comment/58a2938eec4a8938d4000c52,contenido,neutral
http://example.org/tic-absa/comment/58a2c732ec4a896c9b000cba,contenido,neutral
http://example.org/tic-absa/comment/58a32942ec4a8938d4000c61,contenido,neutral
http://example.org/tic-absa/comment/58a33ee3ec4a8938d4000c6b,evaluacion,negative
http://example.org/tic-absa/comment/58a33ee3ec4a8938d4000c6b,interaccion,negative
http://example.org/tic-absa/comment/58a33f94ec4a8938d4000c6c,docente,neutral
http://example.org/tic-absa/comment/58a34494ec4a89c761000c93,docente,neutral
http://example.org/tic-absa/comment/58a34bc4ec4a896c9b000cce,contenido,neutral
http://example.org/tic-absa/comment/58a35497ec4a89c761000c98,docente,neutral
http://example.org/tic-absa/comment/58a38e8dec4a8938d4000c7b,interaccion,neutral
http://example.org/tic-absa/comment/58a45acaec4a89c761000cac,evaluacion,negative
http://example.org/tic-absa/comment/58a45acaec4a89c761000cac,interaccion,negative
http://example.org/tic-absa/comment/58a45acaec4a89c761000cac,plataforma,negative
http://example.org/tic-absa/comment/58a45c1cec4a89c761000cad,evaluacion,neutral
http://example.org/tic-absa/comment/58a48f8aec4a894498000e89,docente,neutral
http://example.org/tic-absa/comment/58a4a7b9ec4a894498000e8d,contenido,neutral
http://example.org/tic-absa/comment/58a4a7b9ec4a894498000e8d,docente,neutral
http://example.org/tic-absa/comment/58a4b36aec4a89c761000cc8,contenido,neutral
http://example.org/tic-absa/comment/58a4dec0ec4a894498000e98,plataforma,neutral
http://example.org/tic-absa/comment/58a4e21aec4a89c761000cda,docente,neutral
http://example.org/tic-absa/comment/58a4e684ec4a8938d4000cb5,contenido,neutral
http://example.org/tic-absa/comment/58a4f262ec4a8938d4000cb6,contenido,neutral
http://example.org/tic-absa/comment/58a4f262ec4a8938d4000cb6,docente,neutral
http://example.org/tic-absa/comment/58a50a25ec4a8938d4000cb7,docente,neutral
http://example.org/tic-absa/comment/58a5c725ec4a896c9b000d2e,contenido,neutral
http://example.org/tic-absa/comment/58a5d17cec4a8938d4000ccc,docente,neutral
http://example.org/tic-absa/comment/58a5dc2fec4a89c761000d02,interaccion,neutral
http://example.org/tic-absa/comment/58a5de49ec4a89c761000d03,docente,neutral
http://example.org/tic-absa/comment/58a5de49ec4a89c761000d03,evaluacion,neutral
http://example.org/tic-absa/comment/58a5e98bec4a89c761000d0b,plataforma,neutral
http://example.org/tic-absa/comment/58a65089ec4a896c9b000d46,docente,neutral
http://example.org/tic-absa/comment/58a66ab9ec4a89c761000d25,contenido,positive
http://example.org/tic-absa/comment/58a66aceec4a8938d4000ce2,docente,neutral
http://example.org/tic-absa/comment/58a67810ec4a89c761000d28,evaluacion,negative
http://example.org/tic-absa/comment/58a6fcbaec4a894498000ed7,contenido,neutral
http://example.org/tic-absa/comment/58a703e5ec4a896c9b000d54,contenido,neutral
http://example.org/tic-absa/comment/58a706b6ec4a8938d4000cf0,docente,neutral
http://example.org/tic-absa/comment/58a70895ec4a896c9b000d55,plataforma,neutral
http://example.org/tic-absa/comment/58a7552fec4a89c761000d3f,docente,neutral
http://example.org/tic-absa/comment/58a76a1fec4a896c9b000d6c,docente,neutral
http://example.org/tic-absa/comment/58a791bbec4a8938d4000d15,docente,neutral
http://example.org/tic-absa/comment/58a7a59eec4a8938d4000d18,contenido,neutral
